"Date","PM2.5","Yr.x","Site","combo.x","mo.x","Fe","Pb","Al","Yr.y","mo.y","combo.y","Alper","Feper","Pbper"
2012-09-30,7.6,"12","HU","12-09","09",0.0547,0,0.002,"12","09","12-09",0.0263157894736842,0.719736842105263,0
2012-09-27,9.2,"12","HU","12-09","09",0.0572,0,0,"12","09","12-09",0,0.621739130434783,0
2012-09-21,7.7,"12","HU","12-09","09",0.0413,0.002,0,"12","09","12-09",0,0.536363636363636,0.025974025974026
2012-09-18,4,"12","HU","12-09","09",0.0205,0.001,0.002,"12","09","12-09",0.05,0.5125,0.025
2012-09-15,4,"12","HU","12-09","09",0.0526,0,0.006,"12","09","12-09",0.15,1.315,0
2012-09-12,7.5,"12","HU","12-09","09",0.167,0,0.012,"12","09","12-09",0.16,2.22666666666667,0
2012-09-09,4.3,"12","HU","12-09","09",0.0271,0,0,"12","09","12-09",0,0.630232558139535,0
2012-09-06,9,"12","HU","12-09","09",0.0651,0,0.011,"12","09","12-09",0.122222222222222,0.723333333333333,0
2012-09-03,8.4,"12","HU","12-09","09",0.0235,0,0.008,"12","09","12-09",0.0952380952380952,0.279761904761905,0
2013-11-30,10.1,"13","HU","13-11","11",0.0308,0.002,0,"13","11","13-11",0,0.304950495049505,0.0198019801980198
2013-11-27,3.1,"13","HU","13-11","11",NA,NA,NA,"13","11","13-11",NA,NA,NA
2013-11-21,7.1,"13","HU","13-11","11",0.199,0.001,0.013,"13","11","13-11",0.183098591549296,2.80281690140845,0.0140845070422535
2013-11-18,2.5,"13","HU","13-11","11",0.0451,0,0.013,"13","11","13-11",0.52,1.804,0
2013-11-15,15.7,"13","HU","13-11","11",0.542,0,0.12,"13","11","13-11",0.764331210191083,3.45222929936306,0
2013-11-12,3.9,"13","HU","13-11","11",0.118,0,0.087,"13","11","13-11",2.23076923076923,3.02564102564103,0
2013-11-09,7.9,"13","HU","13-11","11",0.0581,0,0,"13","11","13-11",0,0.735443037974683,0
2013-11-06,3.7,"13","HU","13-11","11",0.0221,0,0.009,"13","11","13-11",0.243243243243243,0.597297297297297,0
2013-11-03,2,"13","HU","13-11","11",0.0175,0,0,"13","11","13-11",0,0.875,0
2013-10-31,16.3,"13","HU","13-10","10",0.123,0.005,0.038,"13","10","13-10",0.233128834355828,0.754601226993865,0.0306748466257669
2013-10-28,9.3,"13","HU","13-10","10",0.0701,0.004,0,"13","10","13-10",0,0.753763440860215,0.043010752688172
2013-10-25,4.5,"13","HU","13-10","10",0.0779,0,0,"13","10","13-10",0,1.73111111111111,0
2013-10-22,6.1,"13","HU","13-10","10",0.163,0.002,0.044,"13","10","13-10",0.721311475409836,2.67213114754098,0.0327868852459016
2013-10-19,7.5,"13","HU","13-10","10",0.0498,0.002,0,"13","10","13-10",0,0.664,0.0266666666666667
2013-10-16,5.9,"13","HU","13-10","10",0.0967,0.001,0.01,"13","10","13-10",0.169491525423729,1.63898305084746,0.0169491525423729
2013-10-13,5.7,"13","HU","13-10","10",0.0162,0,0,"13","10","13-10",0,0.284210526315789,0
2013-10-10,2.1,"13","HU","13-10","10",0.0267,0,0,"13","10","13-10",0,1.27142857142857,0
2013-10-07,4.7,"13","HU","13-10","10",0.0183,0,0.017,"13","10","13-10",0.361702127659574,0.38936170212766,0
2013-10-04,13.4,"13","HU","13-10","10",0.207,0,0.054,"13","10","13-10",0.402985074626866,1.54477611940298,0
2013-10-01,10,"13","HU","13-10","10",0.162,0,0.06,"13","10","13-10",0.6,1.62,0
2013-09-28,4.6,"13","HU","13-09","09",0.0273,0.001,0,"13","09","13-09",0,0.593478260869565,0.0217391304347826
2013-09-25,4.7,"13","HU","13-09","09",0.0711,0,0,"13","09","13-09",0,1.51276595744681,0
2013-09-22,3.2,"13","HU","13-09","09",0.0221,0,0.006,"13","09","13-09",0.1875,0.690625,0
2013-09-19,5.1,"13","HU","13-09","09",0.0666,0,0.019,"13","09","13-09",0.372549019607843,1.30588235294118,0
2013-09-16,7.2,"13","HU","13-09","09",0.0796,0,0.03,"13","09","13-09",0.416666666666667,1.10555555555556,0
2013-09-13,5.5,"13","HU","13-09","09",0.0454,0,0,"13","09","13-09",0,0.825454545454546,0
2013-09-10,17.5,"13","HU","13-09","09",0.164,0,0.088,"13","09","13-09",0.502857142857143,0.937142857142857,0
2013-09-07,8.6,"13","HU","13-09","09",0.055,0.003,0.003,"13","09","13-09",0.0348837209302326,0.63953488372093,0.0348837209302326
2013-09-04,4.9,"13","HU","13-09","09",0.0726,0.001,0.005,"13","09","13-09",0.102040816326531,1.48163265306122,0.0204081632653061
2013-09-01,9.4,"13","HU","13-09","09",0.0279,0,0.004,"13","09","13-09",0.0425531914893617,0.296808510638298,0
2014-11-28,4.6,"14","HU","14-11","11",NA,NA,NA,"14","11","14-11",NA,NA,NA
2014-11-25,4.7,"14","HU","14-11","11",0.0515,0,0.008,"14","11","14-11",0.170212765957447,1.09574468085106,0
2014-11-22,12.8,"14","HU","14-11","11",0.0866,0.004,0.029,"14","11","14-11",0.2265625,0.6765625,0.03125
2014-11-19,4.1,"14","HU","14-11","11",0.0773,0,0.014,"14","11","14-11",0.341463414634146,1.88536585365854,0
2014-11-16,10.2,"14","HU","14-11","11",0.077,0.004,0,"14","11","14-11",0,0.754901960784314,0.0392156862745098
2014-11-13,8.8,"14","HU","14-11","11",0.0535,0.004,0,"14","11","14-11",0,0.607954545454545,0.0454545454545455
2014-11-10,10.2,"14","HU","14-11","11",0.0907,0,0.076,"14","11","14-11",0.745098039215686,0.88921568627451,0
2014-11-07,3.5,"14","HU","14-11","11",0.0975,0,0,"14","11","14-11",0,2.78571428571429,0
2014-11-04,12.3,"14","HU","14-11","11",NA,NA,NA,"14","11","14-11",NA,NA,NA
2014-11-01,3.6,"14","HU","14-11","11",0.0134,0.001,0,"14","11","14-11",0,0.372222222222222,0.0277777777777778
2014-10-29,9.1,"14","HU","14-10","10",0.064,0.002,0.011,"14","10","14-10",0.120879120879121,0.703296703296703,0.021978021978022
2014-10-26,4.7,"14","HU","14-10","10",0.0898,0,0.013,"14","10","14-10",0.276595744680851,1.91063829787234,0
2014-10-23,3.7,"14","HU","14-10","10",0.0835,0,0,"14","10","14-10",0,2.25675675675676,0
2014-10-20,6.2,"14","HU","14-10","10",0.0698,0.003,0,"14","10","14-10",0,1.1258064516129,0.0483870967741935
2014-10-17,4.4,"14","HU","14-10","10",0.0551,0.002,0,"14","10","14-10",0,1.25227272727273,0.0454545454545455
2014-10-14,3.8,"14","HU","14-10","10",0.0058,0,0,"14","10","14-10",0,0.152631578947368,0
2014-10-11,6.8,"14","HU","14-10","10",0.021,0,0,"14","10","14-10",0,0.308823529411765,0
2014-10-08,4.6,"14","HU","14-10","10",0.055,0,0,"14","10","14-10",0,1.19565217391304,0
2014-10-05,4.3,"14","HU","14-10","10",0.0325,0.001,0,"14","10","14-10",0,0.755813953488372,0.0232558139534884
2014-10-02,6.9,"14","HU","14-10","10",0.0846,0.003,0,"14","10","14-10",0,1.22608695652174,0.0434782608695652
2014-09-29,12.7,"14","HU","14-09","09",0.196,0,0,"14","09","14-09",0,1.54330708661417,0
2014-09-26,6.1,"14","HU","14-09","09",0.03,0,0,"14","09","14-09",0,0.491803278688525,0
2014-09-23,4.6,"14","HU","14-09","09",0.0272,0,0,"14","09","14-09",0,0.591304347826087,0
2014-09-20,7.4,"14","HU","14-09","09",0.0224,0,0,"14","09","14-09",0,0.302702702702703,0
2014-09-17,6,"14","HU","14-09","09",0.0265,0.001,0.01,"14","09","14-09",0.166666666666667,0.441666666666667,0.0166666666666667
2014-09-14,3.9,"14","HU","14-09","09",0.0429,0.001,0,"14","09","14-09",0,1.1,0.0256410256410256
2014-09-11,6.7,"14","HU","14-09","09",0.0474,0.003,0.008,"14","09","14-09",0.119402985074627,0.707462686567164,0.0447761194029851
2014-09-08,4.7,"14","HU","14-09","09",0.0305,0,0,"14","09","14-09",0,0.648936170212766,0
2014-09-05,9.8,"14","HU","14-09","09",0.057,0,0.088,"14","09","14-09",0.897959183673469,0.581632653061224,0
2014-09-02,8.9,"14","HU","14-09","09",0.162,0,0.188,"14","09","14-09",2.1123595505618,1.82022471910112,0
2015-11-29,5.8,"15","HU","15-11","11",0.026,0.002,0.007,"15","11","15-11",0.120689655172414,0.448275862068965,0.0344827586206897
2015-11-26,7.3,"15","HU","15-11","11",0.022,0.002,0.012,"15","11","15-11",0.164383561643836,0.301369863013699,0.0273972602739726
2015-11-23,3.9,"15","HU","15-11","11",NA,NA,NA,"15","11","15-11",NA,NA,NA
2015-11-20,2.3,"15","HU","15-11","11",NA,NA,NA,"15","11","15-11",NA,NA,NA
2015-11-17,6,"15","HU","15-11","11",0.045,0,0.037,"15","11","15-11",0.616666666666667,0.75,0
2015-11-14,2.9,"15","HU","15-11","11",0.048,0,0.018,"15","11","15-11",0.620689655172414,1.6551724137931,0
2015-11-11,3.8,"15","HU","15-11","11",0.033,0,0,"15","11","15-11",0,0.868421052631579,0
2015-11-08,4.4,"15","HU","15-11","11",0.0263,0,0.019,"15","11","15-11",0.431818181818182,0.597727272727273,0
2015-11-05,8.9,"15","HU","15-11","11",0.0597,0,0.029,"15","11","15-11",0.325842696629214,0.670786516853933,0
2015-11-02,7,"15","HU","15-11","11",0.138,0.001,0.022,"15","11","15-11",0.314285714285714,1.97142857142857,0.0142857142857143
2015-10-30,3.6,"15","HU","15-10","10",0.0647,0,0.015,"15","10","15-10",0.416666666666667,1.79722222222222,0
2015-10-27,4.3,"15","HU","15-10","10",0.0765,0.004,0.005,"15","10","15-10",0.116279069767442,1.77906976744186,0.0930232558139535
2015-10-24,3.5,"15","HU","15-10","10",0.0234,0,0,"15","10","15-10",0,0.668571428571429,0
2015-10-21,11.8,"15","HU","15-10","10",0.162,0.007,0.014,"15","10","15-10",0.11864406779661,1.3728813559322,0.0593220338983051
2015-10-18,3,"15","HU","15-10","10",0.0432,0,0.147,"15","10","15-10",4.9,1.44,0
2015-10-15,4.4,"15","HU","15-10","10",0.115,0,0.121,"15","10","15-10",2.75,2.61363636363636,0
2015-10-12,7.2,"15","HU","15-10","10",0.0395,0,0.04,"15","10","15-10",0.555555555555556,0.548611111111111,0
2015-10-09,9.7,"15","HU","15-10","10",0.0544,0,0,"15","10","15-10",0,0.560824742268041,0
2015-10-06,4.6,"15","HU","15-10","10",0.123,0.001,0.032,"15","10","15-10",0.695652173913043,2.67391304347826,0.0217391304347826
2015-10-03,1,"15","HU","15-10","10",0.0071,0,0,"15","10","15-10",0,0.71,0
2015-09-30,1.8,"15","HU","15-09","09",0.0514,0.002,0,"15","09","15-09",0,2.85555555555556,0.111111111111111
2015-09-27,4.4,"15","HU","15-09","09",0.0122,0,0.022,"15","09","15-09",0.5,0.277272727272727,0
2015-09-24,5.7,"15","HU","15-09","09",0.0751,0,0.055,"15","09","15-09",0.964912280701754,1.31754385964912,0
2015-09-21,3.7,"15","HU","15-09","09",0.0437,0.001,0.015,"15","09","15-09",0.405405405405405,1.18108108108108,0.027027027027027
2015-09-18,10.1,"15","HU","15-09","09",0.055,0,0,"15","09","15-09",0,0.544554455445545,0
2015-09-15,7,"15","HU","15-09","09",0.112,0,0.053,"15","09","15-09",0.757142857142857,1.6,0
2015-09-12,7.3,"15","HU","15-09","09",0.021,0.004,0,"15","09","15-09",0,0.287671232876712,0.0547945205479452
2015-09-09,6.1,"15","HU","15-09","09",0.0446,0,0.007,"15","09","15-09",0.114754098360656,0.731147540983607,0
2015-09-06,4,"15","HU","15-09","09",0.0163,0.001,0,"15","09","15-09",0,0.4075,0.025
2015-09-03,17.7,"15","HU","15-09","09",0.0877,0,0.023,"15","09","15-09",0.129943502824859,0.495480225988701,0
